"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence1.feature: [18] Negation takes precedence over inclusive disjunction in every combination of truth values","78","test_negation_takes_precedence_over_inclusive_disjunction_in_every_combination_of_truth_values","tests.tck","Thu May 14 13:59:13 CST 2026","passed","Thu May 14 13:59:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [9] Any quantifier on list containing relationships","444","test_any_quantifier_on_list_containing_relationships","tests.tck","Thu May 14 13:59:35 CST 2026","broken","Thu May 14 13:59:35 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [12] Any quantifier with IS NOT NULL predicate","9","test_any_quantifier_with_is_not_null_predicate[[34, 0, 8, 900]-true]","tests.tck","Thu May 14 13:59:36 CST 2026","passed","Thu May 14 13:59:36 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence4.feature: [3] Null predicate takes precedence over binary boolean operator","78","test_null_predicate_takes_precedence_over_binary_boolean_operator[true-XOR-null-NOT NULL-true-false]","tests.tck","Thu May 14 13:59:19 CST 2026","passed","Thu May 14 13:59:19 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/delete/Delete1.feature: [6] Detach delete on null node","87","test_detach_delete_on_null_node","tests.tck","Thu May 14 13:56:12 CST 2026","failed","Thu May 14 13:56:12 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier6.feature: [2] Single quantifier can nest itself and other quantifiers on the same list","8","test_single_quantifier_can_nest_itself_and_other_quantifiers_on_the_same_list[any(y IN list WHERE 2 * x + y > 25)-true]","tests.tck","Thu May 14 13:59:43 CST 2026","passed","Thu May 14 13:59:43 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/delete/Delete5.feature: [1] Delete node from a list","94","test_delete_node_from_a_list","tests.tck","Thu May 14 13:56:13 CST 2026","failed","Thu May 14 13:56:13 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ShortestPathAcceptance.feature: [17] Find shortest path when there are shorter paths with same start and end node","92","test_find_shortest_path_when_there_are_shorter_paths_with_same_start_and_end_node","tests.tck","Thu May 14 14:01:34 CST 2026","passed","Thu May 14 14:01:34 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [12] Should construct duration","16","test_should_construct_duration[{days: 14, hours: 16, minutes: 12}-'P14DT16H12M']","tests.tck","Thu May 14 14:00:05 CST 2026","passed","Thu May 14 14:00:05 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match1.feature: [9] Fail when a relationship has the same variable in the same pattern","62","test_fail_when_a_relationship_has_the_same_variable_in_the_same_pattern[()-[r]->(r)]","tests.tck","Thu May 14 13:56:21 CST 2026","failed","Thu May 14 13:56:21 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ReturnAcceptance.feature: [19] Unaliased return items in a top level union should be accepted","9","test_unaliased_return_items_in_a_top_level_union_should_be_accepted","tests.tck","Thu May 14 14:01:32 CST 2026","broken","Thu May 14 14:01:32 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [3] Should construct week datetime","208","test_should_construct_week_datetime[{year: 1818, week: 52}-'1818-12-21T00:00Z']","tests.tck","Thu May 14 13:59:55 CST 2026","broken","Thu May 14 13:59:56 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy1.feature: [46] Fail on sorting by an undefined variable","157","test_fail_on_sorting_by_an_undefined_variable[c ASC-out of scope]","tests.tck","Thu May 14 13:58:03 CST 2026","failed","Thu May 14 13:58:03 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return/Return6.feature: [3] Aggregating by a list property has a correct definition of equality","96","test_aggregating_by_a_list_property_has_a_correct_definition_of_equality","tests.tck","Thu May 14 13:57:33 CST 2026","failed","Thu May 14 13:57:33 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return/Return2.feature: [10] Return count aggregation over an empty graph","126","test_return_count_aggregation_over_an_empty_graph","tests.tck","Thu May 14 13:57:28 CST 2026","broken","Thu May 14 13:57:28 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy1.feature: [26] Sort by an integer variable projected from a node property in descending order","120","test_sort_by_an_integer_variable_projected_from_a_node_property_in_descending_order[num DESCENDING]","tests.tck","Thu May 14 13:57:55 CST 2026","failed","Thu May 14 13:57:55 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy1.feature: [20] Sort date times in descending order","73","test_sort_date_times_in_descending_order","tests.tck","Thu May 14 13:57:53 CST 2026","broken","Thu May 14 13:57:53 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/graph/Graph8.feature: [3] Using `keys()` on a single node, empty result","187","test_using_keys_on_a_single_node_empty_result","tests.tck","Thu May 14 13:58:52 CST 2026","broken","Thu May 14 13:58:52 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [10] Should select date and time into date time","73","test_should_select_date_and_time_into_date_time[date({year: 1984, month: 10, day: 11})-datetime({year: 1984, month: 10, day: 11, hour: 12, timezone: 'Europe/Stockholm'})-{date: otherDate, time: otherTime, timezone: '+05:00'}-'1984-10-11T16:00+05:00']","tests.tck","Thu May 14 14:00:25 CST 2026","failed","Thu May 14 14:00:25 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [6] Should select date and time into local date time","49","test_should_select_date_and_time_into_local_date_time[datetime({year: 1984, month: 10, day: 11, hour: 12, timezone: '+01:00'})-localdatetime({year: 1984, week: 10, dayOfWeek: 3, hour: 12, minute: 31, second: 14, millisecond: 645})-{date: otherDate, time: otherTime}-'1984-10-11T12:31:14.645']","tests.tck","Thu May 14 14:00:22 CST 2026","failed","Thu May 14 14:00:22 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier11.feature: [6] Any quantifier is always equal whether the size of the list filtered with same the predicate is grater zero","67","test_any_quantifier_is_always_equal_whether_the_size_of_the_list_filtered_with_same_the_predicate_is_grater_zero[x >= 3]","tests.tck","Thu May 14 13:59:25 CST 2026","broken","Thu May 14 13:59:25 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match6.feature: [22] Fail when a relationship has the same variable in a preceding MATCH","121","test_fail_when_a_relationship_has_the_same_variable_in_a_preceding_match_1[()-[p*]->()]","tests.tck","Thu May 14 13:56:48 CST 2026","failed","Thu May 14 13:56:49 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/comparison/Comparison1.feature: [16] It is unknown - i.e. null - if a null is not equal to a null","8","test_it_is_unknown__ie_null__if_a_null_is_not_equal_to_a_null","tests.tck","Thu May 14 13:58:40 CST 2026","broken","Thu May 14 13:58:40 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/map/Map3.feature: [4] Using `keys()` on map with null values","7","test_using_keys_on_map_with_null_values[{k: null, l: null}-['k', 'l']]","tests.tck","Thu May 14 13:59:03 CST 2026","broken","Thu May 14 13:59:03 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match3.feature: [1] Get neighbours","150","test_get_neighbours","tests.tck","Thu May 14 13:56:33 CST 2026","passed","Thu May 14 13:56:33 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [3] Should truncate localdatetime","61","test_should_truncate_localdatetime['minute'-localdatetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{nanosecond: 2}-'1984-10-11T12:31:00.000000002']","tests.tck","Thu May 14 14:00:46 CST 2026","failed","Thu May 14 14:00:46 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy3.feature: [8] Fail on sorting by any number of undefined variables in any position","27","test_fail_on_sorting_by_any_number_of_undefined_variables_in_any_position[a, e DESC-never defined]","tests.tck","Thu May 14 13:58:22 CST 2026","failed","Thu May 14 13:58:22 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier5.feature: [1] None quantifier can nest itself and other quantifiers on nested lists","31","test_none_quantifier_can_nest_itself_and_other_quantifiers_on_nested_lists[any(y IN x WHERE y = 'abc')-false]","tests.tck","Thu May 14 13:59:42 CST 2026","passed","Thu May 14 13:59:42 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-where/WithWhere7.feature: [1] WHERE sees a variable bound before but not after WITH","88","test_where_sees_a_variable_bound_before_but_not_after_with","tests.tck","Thu May 14 13:58:28 CST 2026","failed","Thu May 14 13:58:28 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match1.feature: [10] Fail when a path has the same variable in the same pattern","144","test_fail_when_a_path_has_the_same_variable_in_the_same_pattern[(), r = ()-[*]->(), (r)]","tests.tck","Thu May 14 13:56:24 CST 2026","failed","Thu May 14 13:56:24 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [6] Should construct time","236","test_should_construct_time[{hour: 12, minute: 31, second: 14, nanosecond: 645876123, timezone: '+01:00'}-'12:31:14.645876123+01:00']","tests.tck","Thu May 14 13:59:57 CST 2026","failed","Thu May 14 13:59:58 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match3.feature: [16] Mixing directed and undirected pattern parts with self-relationship, undirected","159","test_mixing_directed_and_undirected_pattern_parts_with_selfrelationship_undirected","tests.tck","Thu May 14 13:56:35 CST 2026","broken","Thu May 14 13:56:35 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/call/Call5.feature: [2] Explicit procedure result projection with RETURN *","100","test_explicit_procedure_result_projection_with_return_","tests.tck","Thu May 14 13:56:03 CST 2026","failed","Thu May 14 13:56:03 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/literals/Literals5.feature: [5] Return a very long positive float","8","test_return_a_very_long_positive_float","tests.tck","Thu May 14 13:59:00 CST 2026","passed","Thu May 14 13:59:00 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match2.feature: [9] Fail when a node has the same variable in a preceding MATCH","22","test_fail_when_a_node_has_the_same_variable_in_a_preceding_match[()-[]-(), (r)-[]-()]","tests.tck","Thu May 14 13:56:28 CST 2026","failed","Thu May 14 13:56:28 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy2.feature: [25] Fail on sorting by an aggregation","28","test_fail_on_sorting_by_an_aggregation[max(n.num2) ASCENDING]","tests.tck","Thu May 14 13:58:12 CST 2026","passed","Thu May 14 13:58:12 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy3.feature: [4] Sort by two expressions, both in descending order","83","test_sort_by_two_expressions_both_in_descending_order[a.bool DESC, a.num DESCENDING]","tests.tck","Thu May 14 13:58:16 CST 2026","failed","Thu May 14 13:58:16 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match1.feature: [7] Fail when a relationship has the same variable in a preceding MATCH","141","test_fail_when_a_relationship_has_the_same_variable_in_a_preceding_match[(), ()-[r]-()]","tests.tck","Thu May 14 13:56:17 CST 2026","failed","Thu May 14 13:56:17 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal4.feature: [13] Should propagate null","21","test_should_propagate_null_1[datetime.statement]","tests.tck","Thu May 14 14:00:29 CST 2026","failed","Thu May 14 14:00:29 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return/Return6.feature: [1] Return count aggregation over nodes","148","test_return_count_aggregation_over_nodes","tests.tck","Thu May 14 13:57:32 CST 2026","passed","Thu May 14 13:57:33 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/string/String9.feature: [6] No string ends with null","238","test_no_string_ends_with_null","tests.tck","Thu May 14 13:59:53 CST 2026","broken","Thu May 14 13:59:53 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [10] Should select date and time into date time","31","test_should_select_date_and_time_into_date_time[localdatetime({year: 1984, week: 10, dayOfWeek: 3, hour: 12, minute: 31, second: 14, millisecond: 645})-time({hour: 12, minute: 31, second: 14, microsecond: 645876, timezone: '+01:00'})-{date: otherDate, time: otherTime, day: 28, second: 42}-'1984-03-28T12:31:42.645876+01:00']","tests.tck","Thu May 14 14:00:25 CST 2026","failed","Thu May 14 14:00:25 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/typeConversion/TypeConversion2.feature: [1] `toInteger()` on float","20","test_tointeger_on_float","tests.tck","Thu May 14 14:00:52 CST 2026","broken","Thu May 14 14:00:52 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/literals/Literals5.feature: [22] Return a negative float with negative lower case exponent","15","test_return_a_negative_float_with_negative_lower_case_exponent","tests.tck","Thu May 14 13:59:01 CST 2026","passed","Thu May 14 13:59:01 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [4] Should truncate localtime","33","test_should_truncate_localtime['hour'-localtime({hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{}-'12:00']","tests.tck","Thu May 14 14:00:47 CST 2026","failed","Thu May 14 14:00:47 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/IndexAcceptance.feature: [6] Should be able to merge using property from match with index","235","test_should_be_able_to_merge_using_property_from_match_with_index","tests.tck","Thu May 14 14:01:08 CST 2026","failed","Thu May 14 14:01:08 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [3] All quantifier on list literal containing integers","42","test_all_quantifier_on_list_literal_containing_integers[[200, -10, 36, 21, 10]-x < 10-false]","tests.tck","Thu May 14 13:59:38 CST 2026","passed","Thu May 14 13:59:38 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/delete/Delete1.feature: [4] Delete on null node","76","test_delete_on_null_node","tests.tck","Thu May 14 13:56:11 CST 2026","failed","Thu May 14 13:56:11 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match1.feature: [8] Fail when a path has the same variable in a preceding MATCH","176","test_fail_when_a_path_has_the_same_variable_in_a_preceding_match[r = ()-[]-(), ()-[]-(), ()]","tests.tck","Thu May 14 13:56:20 CST 2026","failed","Thu May 14 13:56:20 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return/Return2.feature: [4] Returning a relationship property value","274","test_returning_a_relationship_property_value","tests.tck","Thu May 14 13:57:27 CST 2026","broken","Thu May 14 13:57:27 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier9.feature: [4] None quantifier is always equal the all quantifier on the boolean negative of the predicate","78","test_none_quantifier_is_always_equal_the_all_quantifier_on_the_boolean_negative_of_the_predicate[x < 7]","tests.tck","Thu May 14 13:59:47 CST 2026","passed","Thu May 14 13:59:47 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [2] Should truncate datetime","32","test_should_truncate_datetime['hour'-datetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123, timezone: '-01:00'})-{}-'1984-10-11T12:00-01:00']","tests.tck","Thu May 14 14:00:43 CST 2026","failed","Thu May 14 14:00:43 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/IsEmptyFunctionAcceptance.feature: [1] isEmpty should be null-in-null-out","30","test_isempty_should_be_nullinnullout","tests.tck","Thu May 14 14:01:11 CST 2026","failed","Thu May 14 14:01:11 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [10] All quantifier on lists containing nulls","52","test_all_quantifier_on_lists_containing_nulls[[4, 0, null, -15, 9]-x < 10-null]","tests.tck","Thu May 14 13:59:41 CST 2026","broken","Thu May 14 13:59:41 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/literals/Literals4.feature: [9] Fail on a too large octal integer","31","test_fail_on_a_too_large_octal_integer","tests.tck","Thu May 14 13:59:00 CST 2026","failed","Thu May 14 13:59:00 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [5] Should truncate time","25","test_should_truncate_time['microsecond'-datetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123, timezone: '+01:00'})-{}-'12:31:14.645876+01:00']","tests.tck","Thu May 14 14:00:50 CST 2026","failed","Thu May 14 14:00:50 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/MatchAcceptance.feature: [12] Match on multiple labels with OR","201","test_match_on_multiple_labels_with_or","tests.tck","Thu May 14 14:01:15 CST 2026","failed","Thu May 14 14:01:15 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal4.feature: [13] Should propagate null","25","test_should_propagate_null_1[date]","tests.tck","Thu May 14 14:00:28 CST 2026","failed","Thu May 14 14:00:28 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy3.feature: [6] An constant expression does not influence the order determined by other expression before and after the constant expression","168","test_an_constant_expression_does_not_influence_the_order_determined_by_other_expression_before_and_after_the_constant_expression[a.num DESC, a.text ASC, 4 + ((a.num * 2) % 2) DESC-4-a]","tests.tck","Thu May 14 13:58:21 CST 2026","passed","Thu May 14 13:58:21 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match1.feature: [10] Fail when a path has the same variable in the same pattern","134","test_fail_when_a_path_has_the_same_variable_in_the_same_pattern[(), r = ()-[*]-(), (r)]","tests.tck","Thu May 14 13:56:24 CST 2026","failed","Thu May 14 13:56:24 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [3] Should truncate localdatetime","15","test_should_truncate_localdatetime['weekYear'-localdatetime({year: 1984, month: 1, day: 1, hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{day: 5}-'1983-01-05T00:00']","tests.tck","Thu May 14 14:00:45 CST 2026","failed","Thu May 14 14:00:45 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match6.feature: [21] Fail when a node has the same variable in a preceding MATCH","138","test_fail_when_a_node_has_the_same_variable_in_a_preceding_match_1[()-[]-(p), ()]","tests.tck","Thu May 14 13:56:47 CST 2026","failed","Thu May 14 13:56:47 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [8] Should construct date time with default time zone","57","test_should_construct_date_time_with_default_time_zone[{year: 1984, ordinalDay: 202, hour: 12, minute: 31, second: 14, microsecond: 645876}-'1984-07-20T12:31:14.645876Z']","tests.tck","Thu May 14 14:00:01 CST 2026","broken","Thu May 14 14:00:01 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ShortestPathAcceptance.feature: [4] Find a shortest path among paths that fulfill a predicate","77","test_find_a_shortest_path_among_paths_that_fulfill_a_predicate","tests.tck","Thu May 14 14:01:33 CST 2026","passed","Thu May 14 14:01:33 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence3.feature: [1] List element access takes precedence over list appending","114","test_list_element_access_takes_precedence_over_list_appending","tests.tck","Thu May 14 13:59:17 CST 2026","broken","Thu May 14 13:59:17 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier2.feature: [3] Single quantifier on list literal containing integers","16","test_single_quantifier_on_list_literal_containing_integers[[1, 2, 3]-x = 2-true]","tests.tck","Thu May 14 13:59:27 CST 2026","passed","Thu May 14 13:59:27 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ReturnAcceptance.feature: [7] Return a nested list with null","8","test_return_a_nested_list_with_null","tests.tck","Thu May 14 14:01:32 CST 2026","passed","Thu May 14 14:01:32 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match2.feature: [11] Fail when a node has the same variable in the same pattern","49","test_fail_when_a_node_has_the_same_variable_in_the_same_pattern[(r)-[r]->()]","tests.tck","Thu May 14 13:56:31 CST 2026","failed","Thu May 14 13:56:31 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier2.feature: [14] Single quantifier is false if the predicate is statically true and the list has more than one element","13","test_single_quantifier_is_false_if_the_predicate_is_statically_true_and_the_list_has_more_than_one_element","tests.tck","Thu May 14 13:59:32 CST 2026","passed","Thu May 14 13:59:32 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/merge/Merge6.feature: [4] Null-setting one property with ON CREATE","105","test_nullsetting_one_property_with_on_create","tests.tck","Thu May 14 13:57:20 CST 2026","failed","Thu May 14 13:57:20 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with/With4.feature: [6] Reusing variable names in WITH","131","test_reusing_variable_names_in_with","tests.tck","Thu May 14 13:57:50 CST 2026","failed","Thu May 14 13:57:50 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match3.feature: [9] Get related to related to","162","test_get_related_to_related_to","tests.tck","Thu May 14 13:56:34 CST 2026","failed","Thu May 14 13:56:34 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match2.feature: [9] Fail when a node has the same variable in a preceding MATCH","13","test_fail_when_a_node_has_the_same_variable_in_a_preceding_match[()-[]-(r)-[*]-()]","tests.tck","Thu May 14 13:56:28 CST 2026","failed","Thu May 14 13:56:28 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [1] Should construct week date","44","test_should_construct_week_date[{dayOfWeek: 2, year: 1817, week: 1}-'1816-12-31']","tests.tck","Thu May 14 13:59:54 CST 2026","broken","Thu May 14 13:59:54 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/map/Map3.feature: [4] Using `keys()` on map with null values","30","test_using_keys_on_map_with_null_values[{}-[]]","tests.tck","Thu May 14 13:59:03 CST 2026","broken","Thu May 14 13:59:03 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [1] Should truncate date","33","test_should_truncate_date['quarter'-date({year: 1984, month: 11, day: 11})-{day: 2}-'1984-10-02']","tests.tck","Thu May 14 14:00:37 CST 2026","failed","Thu May 14 14:00:37 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/create/Create1.feature: [18] Fail when adding new label predicate on a node that is already bound 4","99","test_fail_when_adding_new_label_predicate_on_a_node_that_is_already_bound_4","tests.tck","Thu May 14 13:56:06 CST 2026","passed","Thu May 14 13:56:06 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/CaseExpression.feature: [8] [Modify] Using a CASE expression with label predicates in a WITH [T1 T2反了]","110","test_modify_using_a_case_expression_with_label_predicates_in_a_with_t1_t2反了","tests.tck","Thu May 14 14:00:59 CST 2026","failed","Thu May 14 14:00:59 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/set/Set6.feature: [11] Skipping zero result and limiting to all results after adding a label on nodes does not affect the result set nor the side effects","138","test_skipping_zero_result_and_limiting_to_all_results_after_adding_a_label_on_nodes_does_not_affect_the_result_set_nor_the_side_effects","tests.tck","Thu May 14 13:57:45 CST 2026","broken","Thu May 14 13:57:45 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/null/Null2.feature: [3] Property not null check on null node","129","test_property_not_null_check_on_null_node","tests.tck","Thu May 14 13:59:05 CST 2026","failed","Thu May 14 13:59:05 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/list/List1.feature: [4] Use list lookup based on parameters when there is lhs type information","7","test_use_list_lookup_based_on_parameters_when_there_is_lhs_type_information","tests.tck","Thu May 14 13:58:53 CST 2026","passed","Thu May 14 13:58:53 CST 2026","","test_expressions","",""
